Elapsed_time	Temp_cum	Temperature	Num_plante	Genotype	Num_talle	Num_cohorte	Num_rang	Internode_length	Internode_final_length	Internode_surface	Internode_PAR	Photosynthetic
7.0	75.8	10.0	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
7.0	75.8	10.0	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
7.0	75.8	10.0	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	1	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	2	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
8.0	89.5	13.7	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	1	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	2	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
9.0	104.3	14.8	4	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	1	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	2	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	3	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
10.0	118.8	14.5	4	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	1	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	2	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	3	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
11.0	130.0	11.2	4	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	1	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	2	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	3	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1, 1)	3	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1, 2)	4	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 1)	1	4	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 2, 1)	4	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 2)	2	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 3)	3	2	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1, 4)	4	1	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
12.0	136.1	6.1	4	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1, 1)	3	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1, 2)	4	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 1)	1	4	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 2, 1)	4	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 2)	2	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 3)	3	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1, 4)	4	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	1	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	2	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	3	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1, 1)	3	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1)	1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1, 2)	4	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1)	1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1)	1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 1)	1	4	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1,)	-1	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 2, 1)	4	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 2)	2	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 2)	2	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 2)	2	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1,)	-1	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 3)	3	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 3)	3	2	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1,)	-1	3	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1, 4)	4	1	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1,)	-1	4	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1,)	-1	5	0.0	0.0	0.0	0.0	True
13.0	141.2	5.1	4	Maxwell	(1,)	-1	6	0.0	0.0	0.0	0.0	True
14.0	149.3	8.1	1	Maxwell	(1, 1, 1)	3	1	0.0	0.0	0.0	0.0	True
